chr,chr_bkpt,peak,mark,is_bkpt
chr19,16494334,160,TFs_and_others_E2F1,1
chr19,16494334,345,Histone_H3K27ac,1
chr19,16494334,358,TFs_and_others_BRD4,1
chr19,16494334,2154,TFs_and_others_RAD21,1
chr19,16494334,2297,TFs_and_others_CTCF,1
chr19,16494334,362,TFs_and_others_EP300,1
chr19,16494334,759,TFs_and_others_SMC1A,1
chr19,16494334,1849,TFs_and_others_STAG1,1
chr19,16494334,1133,TFs_and_others_SMC3,1
chr6,29911431,339,Histone_H3K36me3,1
chr6,29911431,1085,Histone_H3K4me2,1
chr6,29911431,2081,Histone_H3K4me3,1
chr6,29911431,231,TFs_and_others_MYC,1
chr6,29911431,283,Histone_H3K4me1,1
chr4,188409906,139,TFs_and_others_MECP2,1
chr4,188409906,255,Histone_H3K9me3,1
chrX,117637014,147,Histone_H3K27ac,1
chr13,114000267,271,Histone_H3K4me3,1
chr13,114000267,165,Histone_H3K9me3,1
chr7,129677752,663,TFs_and_others_RAD21,1
chr7,129677752,1440,TFs_and_others_CTCF,1
chr7,129677752,273,TFs_and_others_SMC1A,1
chr7,129677752,262,TFs_and_others_STAG1,1
chr7,129677752,570,TFs_and_others_SMC3,1
chr7,158133322,116,Histone_H3K27me3,1
chr18,44154023,95,Histone_H3K4me1,1
chr6,25535382,212,Histone_H3K27me3,1
chrX,73833598,1413,Histone_H3K9ac,1
chrX,73833598,77,TFs_and_others_TFAP2B,1
chrX,73833598,136,TFs_and_others_MGMT,1
chrX,73833598,1939,Histone_H3K27ac,1
chrX,73833598,492,Histone_H3K4me2,1
chrX,73833598,489,Histone_H3K9K14ac,1
chrX,73833598,2177,Histone_H3K4me3,1
chrX,73833598,120,TFs_and_others_EBF3,1
chr17,15853987,364,Histone_H3K36me3,1
chr7,90522342,274,Histone_H3K27ac,1
chr7,90522342,120,Histone_H3.3,1
chr3,3865919,117,Histone_H3.3,1
chr18,45077868,130,Histone_H3K27me3,1
chr13,29948404,159,Histone_H3K9me3,1
chr17,31921782,152,Histone_H3K27me3,1
chr9,9079391,369,Histone_H3K27ac,1
chr9,9079391,82,Histone_H3.3,1
chr2,50943844,169,TFs_and_others_OTX2,1
chr7,90612330,240,Histone_H3K9me3,1
chr7,90612330,152,Histone_H3K27me3,1
chr7,90612330,860,TFs_and_others_ZNF92,1
chr9,87447820,117,Histone_H3K27ac,1
chr9,87447820,83,Histone_H3K9me3,1
chr7,140488522,118,TFs_and_others_MECP2,1
chr7,140488522,125,Histone_H3K36me3,1
chr7,140493989,242,Histone_H3K27me3,1
chr9,138904208,116,TFs_and_others_TSHZ2,1
chr9,138904208,101,Histone_H3K9ac,1
chr9,138904208,501,TFs_and_others_NFIC,1
chr9,138904208,93,TFs_and_others_RFX5,1
chr9,138904208,186,Histone_H3K4me,1
chr9,138904208,128,TFs_and_others_YY1,1
chr9,138904208,420,TFs_and_others_TFAP2B,1
chr9,138904208,929,TFs_and_others_USF1,1
chr9,138904208,110,TFs_and_others_SMARCA4,1
chr9,138904208,820,Histone_H3K27ac,1
chr9,138904208,177,TFs_and_others_PITX3,1
chr9,138904208,327,Histone_H3K4me3,1
chr9,138904208,420,TFs_and_others_TCF12,1
chr9,138904208,219,TFs_and_others_TWIST1,1
chr9,138904208,186,TFs_and_others_OTX2,1
chr9,138904208,146,TFs_and_others_BRD4,1
chr9,138904208,241,TFs_and_others_RAD21,1
chr9,138904208,626,TFs_and_others_EP300,1
chr9,138904208,236,TFs_and_others_RCOR1,1
chr9,138904208,219,TFs_and_others_REST,1
chr9,138904208,257,TFs_and_others_CHD2,1
chr9,138904208,210,TFs_and_others_EBF3,1
chr9,138904208,152,Histone_H2A.Z,1
chr9,138904208,568,Histone_H3K4me1,1
chr9,138904208,166,TFs_and_others_ASCL1,1
chr9,138904208,289,TFs_and_others_MXI1,1
chr9,138904208,92,TFs_and_others_BNC2,1
chr9,138904208,474,TFs_and_others_HAND2,1
chr9,138904208,132,TFs_and_others_ATRX,1
chr7,140490783,335,Histone_H3K36me3,1
chr7,140489682,174,Histone_H3K27ac,1
chr7,140489682,302,Histone_H3K36me3,1
chr7,140488743,118,TFs_and_others_MECP2,1
chr7,140489670,174,Histone_H3K27ac,1
chr7,140489670,302,Histone_H3K36me3,1
chr7,140565253,152,TFs_and_others_ASCL1,1
chr7,140489651,174,Histone_H3K27ac,1
chr7,140489651,302,Histone_H3K36me3,1
chr7,140488644,118,TFs_and_others_MECP2,1
chr7,140488644,125,Histone_H3K36me3,1
chr7,140488742,118,TFs_and_others_MECP2,1
chr7,140488590,118,TFs_and_others_MECP2,1
chr7,140488590,125,Histone_H3K36me3,1
chr7,140489655,174,Histone_H3K27ac,1
chr7,140489655,302,Histone_H3K36me3,1
chr7,140494120,242,Histone_H3K27me3,1
chr7,140488743,118,TFs_and_others_MECP2,1
chr7,140494150,242,Histone_H3K27me3,1
chr7,140490319,582,Histone_H3K27ac,1
chr7,140490161,582,Histone_H3K27ac,1
chr7,140489614,174,Histone_H3K27ac,1
chr7,140489614,302,Histone_H3K36me3,1
chr7,140488509,118,TFs_and_others_MECP2,1
chr7,140488509,125,Histone_H3K36me3,1
chr15,66736548,514,Histone_H3K36me3,1
chr15,66736548,118,Histone_H3K27me3,1
chr12,6705540,714,Histone_H3K36me3,1
chr15,88731133,221,Histone_H3K27ac,1
chr15,88731133,143,Histone_H3.3,1
chr15,57194491,189,TFs_and_others_FLI1,1
chr15,57194491,1407,TFs_and_others_Epitope tags,1
chr15,33806523,295,TFs_and_others_GATA2,1
chr15,33806523,896,TFs_and_others_ASCL1,1
chr15,58506593,139,Histone_H3K27ac,1
chr15,59449651,166,Histone_H3K27me3,1
chr15,81247110,918,TFs_and_others_NANOG,1
chr15,81247110,165,Histone_H3K4me1,1
chr2,149790578,451,Histone_H3K9me3,1
chr2,149790578,142,Histone_H3K27me3,1
chr5,180432033,113,Histone_H3K27me3,1
chr15,59451576,138,Histone_H3K27ac,1
chr15,59451576,480,Histone_H3K36me3,1
chr15,68950551,299,TFs_and_others_OLIG2,1
chr15,68950551,701,TFs_and_others_SMARCA4,1
chr15,68950551,223,Histone_H3K27ac,1
chr15,68950551,127,Histone_H3K4me2,1
chr15,68950551,1957,TFs_and_others_NEUROD1,1
chr15,68950551,429,TFs_and_others_OTX2,1
chr15,68950551,724,TFs_and_others_RAD21,1
chr15,68950551,64,Histone_H3K4me1,1
chr15,68950551,118,TFs_and_others_ASCL1,1
chr15,77922881,664,Histone_H3K4me3,1
chr4,154611152,166,Histone_H3K27me3,1
chr15,75229477,1042,Histone_H3K9ac,1
chr15,75229477,1471,Histone_H3K27ac,1
chr15,75229477,1135,Histone_H3K4me2,1
chr15,75229477,2901,Histone_H3K4me3,1
chr15,75229477,166,Histone_H3K79me2,1
chr15,75229477,178,Histone_H3.3,1
chr15,75229477,135,Histone_H3K4me1,1
chr15,67049070,670,Histone_H3K27ac,1
chr15,93561908,610,Histone_H3K27ac,1
chr15,93561908,960,TFs_and_others_RAD21,1
chr15,93561908,893,TFs_and_others_CTCF,1
chr4,96336487,396,TFs_and_others_JUN,1
chr4,96336487,79,TFs_and_others_SMARCA4,1
chr4,96336487,161,Histone_H3K27ac,1
chr4,96336487,185,Histone_H3K4me2,1
chr4,96336487,251,Histone_H3K4me3,1
chr4,96336487,197,Histone_H3K4me1,1
chr4,96336487,196,TFs_and_others_FOSL2,1
chr15,87495664,363,TFs_and_others_PHOX2B,1
chr15,66326257,206,Histone_H3K27me3,1
chr15,69088182,451,Histone_H3K9ac,1
chr15,69088182,418,TFs_and_others_Epitope tags,1
chr15,69088182,1082,Histone_H3K27ac,1
chr15,69088182,249,Histone_H3K4me2,1
chr15,69088182,386,Histone_H3K4me3,1
chr15,69088182,102,Histone_H2A.Z,1
chr15,69088182,139,Histone_H3K4me1,1
chr15,69088182,288,TFs_and_others_ZNF92,1
chr15,72246421,307,Histone_H3K36me3,1
chr15,72246421,125,Histone_H3K27me3,1
chr15,88731192,221,Histone_H3K27ac,1
chr15,88731192,143,Histone_H3.3,1
chr15,71170495,86,Histone_H3K36me2,1
chr15,71170495,167,Histone_H3K36me3,1
chr15,71170495,110,Histone_H3K4me2,1
chr15,66438292,139,TFs_and_others_FLI1,1
chr15,66438292,524,TFs_and_others_GATA3,1
chr15,66438292,624,TFs_and_others_RARA,1
chr15,66438292,458,TFs_and_others_GATA2,1
chr15,66438292,234,Histone_H3K4me1,1
chr15,66438292,543,TFs_and_others_PHOX2B,1
chr15,66438292,1090,TFs_and_others_ASCL1,1
chr15,66438292,968,TFs_and_others_HAND2,1
chr15,63524544,111,Histone_H3K4me1,1
chr15,63524544,192,TFs_and_others_PHOX2B,1
chr15,101841362,317,Histone_H3K27ac,1
chr3,142240426,130,Histone_H3K36me3,1
chr3,142240426,156,Histone_H3K9me3,1
chr15,66035687,161,Histone_H3K4me1,1
chr15,84594945,282,Histone_H3K27me3,1
chr15,100267686,65,Histone_H3K27ac,1
chr15,36136517,746,Histone_H3K27ac,1
chr15,36136517,153,Histone_H3K27me3,1
chr15,36136517,156,Histone_H3K4me1,1
chr15,29058591,112,Histone_H3K27ac,1
chr15,29058591,185,Histone_H3K4me1,1
chr15,47542305,141,Histone_H3K4me1,1
chr15,88782529,1092,TFs_and_others_YAP1,1
chr15,88782529,1070,TFs_and_others_TEAD1,1
chr15,88782529,602,Histone_H3K27ac,1
chr15,88782529,186,TFs_and_others_BRD4,1
chr15,88782529,213,TFs_and_others_EBF3,1
chr15,88782529,125,Histone_H3.3,1
chr15,38856739,187,Histone_H3K9ac,1
chr15,38856739,115,TFs_and_others_ARID1B,1
chr15,38856739,422,TFs_and_others_SMARCA4,1
chr15,38856739,77,TFs_and_others_EZH2,1
chr15,38856739,184,TFs_and_others_ARNTL,1
chr15,38856739,1285,Histone_H3K27ac,1
chr15,38856739,772,TFs_and_others_BMI1,1
chr15,38856739,1806,Histone_H3K4me2,1
chr15,38856739,536,Histone_H3K9K14ac,1
chr15,38856739,2154,Histone_H3K4me3,1
chr15,38856739,249,TFs_and_others_MCM3,1
chr15,38856739,151,TFs_and_others_CHD7,1
chr15,38856739,513,TFs_and_others_MYCN,1
chr15,38856739,339,TFs_and_others_BRD4,1
chr15,38856739,388,TFs_and_others_RAD21,1
chr15,38856739,2301,TFs_and_others_CTCF,1
chr15,38856739,69,TFs_and_others_GTF3C2,1
chr15,38856739,107,Histone_H3K79me2,1
chr15,38856739,408,Histone_H3K27me3,1
chr15,38856739,285,Histone_H2A.Z,1
chr15,38856739,312,TFs_and_others_CIC,1
chr15,38856739,334,Histone_H3K4me1,1
chr15,38856739,491,TFs_and_others_STAG1,1
chr15,42953730,136,Histone_H3K4me1,1
chr6,105528299,282,TFs_and_others_TEAD4,1
chr17,70484793,235,Histone_H3K27me3,1
chr17,70484793,183,Histone_H3K4me1,1
chr15,45958499,550,TFs_and_others_CTCF,1
chr15,66031957,106,Histone_H3K27ac,1
chr15,66031957,1314,Histone_H3.3,1
chr15,66031957,225,Histone_H3K4me1,1
chr15,91127851,290,Histone_H3K27ac,1
chr15,91127851,175,Histone_H3K27me3,1
chr15,91127851,164,Histone_H3.3,1
chr7,26191860,264,TFs_and_others_OLIG2,1
chr7,26191860,149,Histone_H3K9ac,1
chr7,26191860,84,TFs_and_others_NFIC,1
chr7,26191860,250,TFs_and_others_TOP2B,1
chr7,26191860,106,TFs_and_others_Epitope tags,1
chr7,26191860,607,TFs_and_others_TFAP2B,1
chr7,26191860,212,TFs_and_others_SMARCA4,1
chr7,26191860,323,TFs_and_others_ARNTL,1
chr7,26191860,1140,Histone_H3K27ac,1
chr7,26191860,502,TFs_and_others_BMI1,1
chr7,26191860,238,TFs_and_others_CTCFL,1
chr7,26191860,1054,Histone_H3K4me2,1
chr7,26191860,169,TFs_and_others_ZEB1,1
chr7,26191860,337,Histone_H3K9K14ac,1
chr7,26191860,2428,Histone_H3K4me3,1
chr7,26191860,226,TFs_and_others_MCM3,1
chr7,26191860,107,TFs_and_others_ARID2,1
chr7,26191860,162,TFs_and_others_CHD7,1
chr7,26191860,105,TFs_and_others_NEUROD1,1
chr7,26191860,511,TFs_and_others_MYCN,1
chr7,26191860,176,TFs_and_others_MYC,1
chr7,26191860,215,TFs_and_others_BRD4,1
chr7,26191860,578,TFs_and_others_CTCF,1
chr7,26191860,92,TFs_and_others_GTF3C2,1
chr7,26191860,447,Histone_H3K27me3,1
chr7,26191860,218,Histone_H2A.Z,1
chr7,26191860,260,TFs_and_others_CIC,1
chr7,26191860,342,Histone_H3K4me1,1
chr7,26191860,407,TFs_and_others_ASCL1,1
chr7,26191860,118,TFs_and_others_MXI1,1
chr7,26191860,135,TFs_and_others_ATRX,1
chr15,69097083,378,Histone_H3K36me3,1
chr15,58247087,89,Histone_H3K27ac,1
chr15,64735184,298,Histone_H3K27ac,1
chr15,64735184,217,Histone_H3K4me3,1
chr15,64735184,191,Histone_H3K27me3,1
chr15,64735184,252,Histone_H3K4me1,1
chr15,92567896,149,Histone_H3K27ac,1
chr15,85611334,345,Histone_H3K36me3,1
chr15,39873798,657,Histone_H3K9ac,1
chr15,39873798,402,TFs_and_others_EZH2,1
chr15,39873798,1153,Histone_H3K27ac,1
chr15,39873798,264,Histone_H3K4me2,1
chr15,39873798,1345,Histone_H3K4me3,1
chr15,39873798,77,TFs_and_others_RAD21,1
chr15,39873798,193,Histone_H3K79me2,1
chr15,39873798,300,Histone_H3K27me3,1
chr15,50831447,154,Histone_H3K27ac,1
chr7,7800358,231,Histone_H3K27ac,1
chr7,7800358,301,Histone_H3K4me1,1
chr15,58532281,296,Histone_H3K27ac,1
chr15,48516453,149,Histone_H3K27me3,1
chr15,48516453,108,Histone_H3K4me1,1
chr15,67394573,361,TFs_and_others_JUN,1
chr15,67394573,358,Histone_H3K27ac,1
chr15,67394573,129,TFs_and_others_BRD4,1
chr15,67394573,174,Histone_H3K27me3,1
chr15,67394573,157,Histone_H3K4me1,1
chr15,67394573,143,TFs_and_others_FOSL2,1
chr15,67394573,216,TFs_and_others_HAND2,1
chr15,90729145,601,Histone_H3K27ac,1
chr15,79316775,254,Histone_H3K9me3,1
chr15,79316775,127,TFs_and_others_RAD21,1
chr15,79316775,177,Histone_H3K27me3,1
chr15,84374758,366,Histone_H3K27ac,1
chr15,68635056,675,Histone_H3K27ac,1
chr15,68635056,448,Histone_H3K36me3,1
chr15,68635056,84,Histone_H3K27me3,1
chr15,68635056,194,Histone_H3K4me1,1
chr15,79585854,118,Histone_H3K27me3,1
chr15,101988899,126,Histone_H3K27me3,1
chr15,94445755,177,Histone_H3K27me3,1
chr15,93608950,257,Histone_H3K27ac,1
chr15,93608950,461,Histone_H3K36me3,1
chr15,93608950,145,TFs_and_others_BMI1,1
chr15,93608950,305,Histone_H3K27me3,1
chr15,93608950,234,TFs_and_others_CIC,1
chr15,93608950,113,Histone_H3K4me1,1
chr15,66438978,144,Histone_H3K27ac,1
chr15,66438978,152,Histone_H3K4me1,1
chr15,69637985,305,Histone_H3K27ac,1
chr15,40627785,201,Histone_H3K27ac,1
chr15,40627785,349,Histone_H3K36me3,1
chr15,40627785,175,Histone_H3K27me3,1
chr15,40627785,161,TFs_and_others_CIC,1
chr15,40627785,320,Histone_H3K4me1,1
chr22,23134432,97,Histone_H3K27me3,1
chr13,113421840,345,Histone_H3K27ac,1
chr2,166523574,792,TFs_and_others_Epitope tags,1
chr2,166523574,150,Histone_H3K27ac,1
chr2,166523574,170,Histone_H3K4me3,1
chr2,166523574,172,Histone_H3K4me1,1
chr4,663658,181,Histone_H3K4me2,1
chr12,12000016,164,Histone_H3K27ac,1
chr12,12000016,226,Histone_H3K36me3,1
chr3,45497865,208,Histone_H3K36me3,1
chr4,56855819,134,Histone_H3K27ac,1
chr4,56855819,69,Histone_H3K4me1,1
chr19,2289506,324,Histone_H3K27ac,1
chr19,2289506,545,Histone_H3K27me3,1
chr12,32371383,336,Histone_H3K27ac,1
chr12,32371383,253,Histone_H3K4me2,1
chr12,32371383,157,Histone_H3.3,1
chr12,32371383,144,Histone_H3K4me1,1
chr22,23245828,135,Histone_H3K4me1,1
chr4,663588,181,Histone_H3K4me2,1
chr3,62431072,120,Histone_H3K9ac,1
chr3,62431072,410,Histone_H3K27ac,1
chr3,62431072,563,Histone_H3K4me2,1
chr3,62431072,903,Histone_H3K4me3,1
chr3,62431072,549,TFs_and_others_BRD4,1
chr3,62431072,1058,TFs_and_others_NANOG,1
chr3,62431072,95,Histone_H3K4me1,1
chr12,11036186,266,Histone_H3K27me3,1
chr2,149790676,248,Histone_H3K27ac,1
chr2,149790676,212,Histone_H3K36me3,1
chr2,149790676,451,Histone_H3K9me3,1
chr2,149790676,165,TFs_and_others_MCM3,1
chr2,149790676,92,TFs_and_others_MYCN,1
chr2,149790676,120,TFs_and_others_RAD21,1
chr2,149790676,233,Histone_H3K27me3,1
chr2,152743190,123,Histone_H3K27ac,1
chr2,152743190,167,Histone_H3K4me1,1
chr4,41458623,159,Histone_H3K27ac,1
chr4,41458623,165,TFs_and_others_GATA2,1
chr4,41458623,153,Histone_H3K4me1,1
chr2,152495756,156,TFs_and_others_EP300,1
chr2,152495756,91,Histone_H3K4me1,1
chr9,33794777,1122,Histone_H3K27ac,1
chr9,33794777,191,Histone_H3K4me3,1
chr9,33794777,422,TFs_and_others_EP300,1
chr9,33794777,127,TFs_and_others_MXI1,1
chr14,80311910,170,Histone_H3K27ac,1
chr14,80311910,123,Histone_H3K4me3,1
chr14,80311910,243,Histone_H3K9me3,1
chr14,80311910,168,Histone_H3K27me3,1
chr8,3852149,132,TFs_and_others_ARID1A,1
chr8,3852149,208,Histone_H3K27ac,1
chr8,3852149,433,TFs_and_others_RARA,1
chr8,3852149,140,Histone_H3K4me1,1
chr17,17432354,172,Histone_H3K27ac,1
chr17,17432354,97,TFs_and_others_MYCN,1
chr17,17432354,106,Histone_H3K79me2,1
chr17,17432354,94,Histone_H3K27me3,1
chr17,17432354,247,TFs_and_others_CIC,1
chr17,17432354,122,Histone_H3K4me1,1
chr8,3852146,132,TFs_and_others_ARID1A,1
chr8,3852146,208,Histone_H3K27ac,1
chr8,3852146,433,TFs_and_others_RARA,1
chr8,3852146,140,Histone_H3K4me1,1
chr2,122113238,261,Histone_H3K27ac,1
chr20,59951224,229,Histone_H3K27ac,1
chr20,59951224,102,Histone_H3K36me3,1
chr20,59951224,494,Histone_H3K9me3,1
chr20,59951224,331,TFs_and_others_MCM3,1
chr20,59951224,468,Histone_H3K27me3,1
chr4,170025020,112,Histone_H3K27ac,1
chr4,170025020,169,Histone_H3K4me3,1
chr4,170025020,265,TFs_and_others_NANOG,1
chr4,170025020,208,Histone_H3K4me1,1
chr4,170025020,1472,TFs_and_others_ASCL1,1
chr14,107130874,497,TFs_and_others_FLI1,1
chr14,107130874,897,TFs_and_others_RAD21,1
chr14,107130874,1025,TFs_and_others_CTCF,1
chr14,107130874,818,TFs_and_others_ASCL1,1
chr10,50289722,170,TFs_and_others_TFAP2B,1
chr10,50289722,326,Histone_H3K27ac,1
chr10,50289722,94,Histone_H3K36me3,1
chr10,50289722,188,TFs_and_others_TWIST1,1
chr10,50289722,505,TFs_and_others_NANOG,1
chr10,50289722,296,TFs_and_others_RAD21,1
chr10,50289722,178,TFs_and_others_EP300,1
chr10,50289722,90,Histone_H3K79me2,1
chr10,50289722,114,Histone_H3K27me3,1
chr9,140225015,102,Histone_H3K9me3,1
chr9,140225015,101,TFs_and_others_MYCN,1
chr12,692187,115,Histone_H3K4me3,1
chr12,692187,270,Histone_H3K27me3,1
chr12,692187,120,Histone_H3.3,1
chr12,692187,224,Histone_H3K4me1,1
chr2,207025403,582,Histone_H3K9ac,1
chr2,207025403,950,Histone_H3K27ac,1
chr2,207025403,342,Histone_H3K4me2,1
chr2,207025403,1498,Histone_H3K4me3,1
chr2,207025403,274,TFs_and_others_BRD4,1
chr2,207025403,80,Histone_H3K79me2,1
chr2,207025403,142,Histone_H3K4me1,1
chr9,14254550,75,TFs_and_others_RARA,1
chr14,22803240,70,Histone_H3K9ac,1
chr14,22803240,284,Histone_H3K27ac,1
chr14,22803240,119,Histone_H3K27me3,1
chr14,22803240,133,Histone_H3K4me1,1
chr14,106382167,124,Histone_H3K9me3,1
chr14,106382167,192,TFs_and_others_MAX,1
chr14,106382167,100,TFs_and_others_MED1,1
chr14,106382167,98,Histone_H3K4me1,1
chr9,139997341,93,TFs_and_others_MECP2,1
chr9,139997341,213,Histone_H3K27ac,1
chr9,139997341,963,Histone_H3K36me3,1
chr9,139997341,187,Histone_H3K4me3,1
chr9,139997341,672,Histone_H3K9me3,1
chr9,139997341,268,TFs_and_others_CTCF,1
chr9,139997341,82,Histone_H3,1
chr9,139997341,119,Histone_H4K20me3,1
chr9,139997341,262,Histone_H3K27me3,1
chr9,139997341,978,Histone_H3.3,1
chr9,139997341,86,TFs_and_others_CIC,1
chr9,139997341,115,Histone_H4K20me1,1
chr9,139997341,158,Histone_H3K4me1,1
chr9,139997341,250,Histone_H3K27M,1
chr9,139997341,267,TFs_and_others_ATRX,1
chr17,48940637,929,Histone_H3K36me3,1
chr17,48940637,114,Histone_H3K4me3,1
chr17,48940637,361,TFs_and_others_BRD4,1
chr17,48940637,920,TFs_and_others_CTCF,1
chr17,48940637,167,Histone_H3K27me3,1
chr17,48940637,220,Histone_H4K20me1,1
chr17,48940637,373,Histone_H3K4me1,1
chr13,79380537,922,TFs_and_others_CTCF,1
chr17,27067877,735,TFs_and_others_RNF2,1
chr3,195499969,284,Histone_H3K27me3,1
chr18,43436945,245,Histone_H3K27ac,1
chr7,90588071,543,TFs_and_others_NFIC,1
chr7,90588071,105,TFs_and_others_SMARCA4,1
chr7,90588071,441,TFs_and_others_GATA3,1
chr7,90588071,178,Histone_H3K27ac,1
chr7,90588071,121,TFs_and_others_MAU2,1
chr7,90588071,262,TFs_and_others_TCF12,1
chr7,90588071,264,TFs_and_others_EP300,1
chr7,90588071,108,Histone_H3.3,1
chr7,90588071,96,Histone_H3K4me1,1
chr21,47590789,356,Histone_H3K27ac,1
chr21,47590789,363,Histone_H3K36me3,1
chr21,47590789,188,Histone_H3K4me3,1
chr21,47590789,117,Histone_H3K9me3,1
chr21,47590789,342,Histone_H3K79me2,1
chr21,47590789,193,Histone_H3K27me3,1
chr21,47590789,1018,Histone_H3.3,1
chr21,47590789,159,Histone_H3K4me1,1
chr21,47590789,226,Histone_H3K27M,1
chr12,107773852,986,TFs_and_others_JUN,1
chr12,107773852,431,Histone_H3K27ac,1
chr12,107773852,619,Histone_H3K4me2,1
chr12,107773852,269,Histone_H3K4me3,1
chr12,107773852,117,Histone_H2A.Z,1
chr12,107773852,110,Histone_H3K4me1,1
chr11,24575386,485,Histone_H3K4me3,1
chr17,48940606,929,Histone_H3K36me3,1
chr17,48940606,114,Histone_H3K4me3,1
chr17,48940606,361,TFs_and_others_BRD4,1
chr17,48940606,167,Histone_H3K27me3,1
chr17,48940606,220,Histone_H4K20me1,1
chr17,48940606,373,Histone_H3K4me1,1
chr8,1872806,139,Histone_H3K27ac,1
chr8,1872806,144,Histone_H3K4me1,1
chr12,131531248,104,Histone_H3K27me3,1
chr12,131531248,76,TFs_and_others_ATRX,1
chr5,180042949,120,Histone_H3K36me3,1
chr18,44140503,146,Histone_H3K4me3,1
chr18,44140503,132,Histone_H3K9me3,1
chr18,44140503,304,Histone_H3K27me3,1
chr18,44140503,377,TFs_and_others_CIC,1
chr8,17109168,215,TFs_and_others_OTX2,1
chr5,96117539,142,TFs_and_others_SMARCA4,1
chr5,96117539,389,Histone_H3K27ac,1
chr5,96117539,152,TFs_and_others_SIN3A,1
chr5,96117539,153,TFs_and_others_REST,1
chr5,96117539,941,TFs_and_others_TEAD4,1
chr5,96117539,187,Histone_H3K4me1,1
chr6,30228533,487,Histone_H3K27me3,1
chr13,114000701,165,Histone_H3K9me3,1
chr7,158134084,223,Histone_H3K27ac,1
chr7,158134084,130,Histone_H3K36me3,1
chr7,158134084,159,Histone_H3K4me3,1
chr7,158134084,267,Histone_H3K9me3,1
chr7,158134084,114,TFs_and_others_GTF3C2,1
chr7,158134084,225,Histone_H3K27me3,1
chr7,158134084,371,Histone_H3.3,1
chr19,16709424,97,Histone_H3K27ac,1
chr19,16709424,231,Histone_H3K4me1,1
chr6,25535908,108,Histone_H3K27ac,1
chr7,90588129,543,TFs_and_others_NFIC,1
chr7,90588129,304,TFs_and_others_PBX3,1
chr7,90588129,105,TFs_and_others_SMARCA4,1
chr7,90588129,441,TFs_and_others_GATA3,1
chr7,90588129,178,Histone_H3K27ac,1
chr7,90588129,121,TFs_and_others_MAU2,1
chr7,90588129,262,TFs_and_others_TCF12,1
chr7,90588129,264,TFs_and_others_EP300,1
chr7,90588129,108,Histone_H3.3,1
chr7,90588129,93,TFs_and_others_TEAD4,1
chr7,90588129,96,Histone_H3K4me1,1
chr12,32269547,440,Histone_H3K27ac,1
chr12,32269547,207,Histone_H3.3,1
chr12,32269547,108,Histone_H3K4me1,1
chr9,9088295,163,Histone_H3K9me3,1
chr17,48940606,929,Histone_H3K36me3,1
chr17,48940606,114,Histone_H3K4me3,1
chr17,48940606,361,TFs_and_others_BRD4,1
chr17,48940606,167,Histone_H3K27me3,1
chr17,48940606,220,Histone_H4K20me1,1
chr17,48940606,373,Histone_H3K4me1,1
chr18,6953106,92,Histone_H3K27ac,1
chr18,6953106,158,Histone_H3K36me3,1
chr18,6953106,215,Histone_H3K27me3,1
chr18,6953106,182,TFs_and_others_CIC,1
chr7,138539032,0,TFs_and_others_ZFP30,1
chr7,138539032,0,TFs_and_others_TSHZ2,1
chr7,138539032,0,TFs_and_others_CDK9,1
chr7,138539032,0,TFs_and_others_KDM1A,1
chr7,138539032,0,TFs_and_others_OLIG2,1
chr7,138539032,0,Histone_CENPA,1
chr7,138539032,0,TFs_and_others_CHAT,1
chr7,138539032,0,TFs_and_others_MECP2,1
chr7,138539032,0,TFs_and_others_FOXP2,1
chr7,138539032,0,Histone_H3K9ac,1
chr7,138539032,0,TFs_and_others_SATB1,1
chr7,138539032,0,TFs_and_others_NFIC,1
chr7,138539032,0,TFs_and_others_ZBTB33,1
chr7,138539032,0,TFs_and_others_FOXJ3,1
chr7,138539032,0,TFs_and_others_RFX5,1
chr7,138539032,0,TFs_and_others_GLIS3,1
chr7,138539032,0,TFs_and_others_ARID1A,1
chr7,138539032,0,TFs_and_others_TOP2B,1
chr7,138539032,0,TFs_and_others_SMARCC1,1
chr7,138539032,0,TFs_and_others_JUN,1
chr7,138539032,0,TFs_and_others_HOXC9,1
chr11,163473918,0,TFs_and_others_ZFP30,0
chr11,163473918,0,TFs_and_others_TSHZ2,0
chr11,163473918,0,TFs_and_others_CDK9,0
chr11,163473918,0,TFs_and_others_KDM1A,0
chr11,163473918,0,TFs_and_others_OLIG2,0
chr11,163473918,0,Histone_CENPA,0
chr11,163473918,0,TFs_and_others_CHAT,0
chr11,163473918,0,TFs_and_others_MECP2,0
chr11,163473918,0,TFs_and_others_FOXP2,0
chr11,163473918,0,Histone_H3K9ac,0
chr11,163473918,0,TFs_and_others_SATB1,0
chr11,163473918,0,TFs_and_others_NFIC,0
chr11,163473918,0,TFs_and_others_ZBTB33,0
chr11,163473918,0,TFs_and_others_FOXJ3,0
chr11,163473918,0,TFs_and_others_RFX5,0
chr11,163473918,0,TFs_and_others_GLIS3,0
chr11,163473918,0,TFs_and_others_ARID1A,0
chr11,163473918,0,TFs_and_others_TOP2B,0
chr11,163473918,0,TFs_and_others_SMARCC1,0
chr7,138539032,0,TFs_and_others_ZFP30,1
chr7,138539032,0,TFs_and_others_TSHZ2,1
chr7,138539032,0,TFs_and_others_CDK9,1
chr7,138539032,0,TFs_and_others_KDM1A,1
